No,year,month,day,hour,record_number,pm2.5,DEWP,TEMP,PRES
41936,2014,10,14,7,6872,25,0,4,1022
41937,2014,10,14,8,6873,22,1,8,1022
41938,2014,10,14,9,6874,17,0,11,1022
41939,2014,10,14,10,6875,26,-1,14,1021
41940,2014,10,14,11,6876,28,0,16,1021
41941,2014,10,14,12,6877,31,0,18,1020
41942,2014,10,14,13,6878,46,-1,20,1018
41943,2014,10,14,14,6879,49,0,21,1017
41944,2014,10,14,15,6880,37,0,22,1016
41945,2014,10,14,16,6881,31,-1,21,1016
41946,2014,10,14,17,6882,31,0,20,1015
41947,2014,10,14,18,6883,54,0,19,1016
41948,2014,10,14,19,6884,67,1,18,1016
41949,2014,10,14,20,6885,75,2,16,1016
41950,2014,10,14,21,6886,88,3,17,1015
41951,2014,10,14,22,6887,114,6,10,1015
41952,2014,10,14,23,6888,128,6,9,1015
41953,2014,10,15,0,6889,141,6,8,1015
41954,2014,10,15,1,6890,149,6,8,1014
41955,2014,10,15,2,6891,149,5,6,1014
41956,2014,10,15,3,6892,125,5,6,1013
41957,2014,10,15,4,6893,92,5,6,1013
41958,2014,10,15,5,6894,110,4,5,1013
41959,2014,10,15,6,6895,89,4,5,1013
41960,2014,10,15,7,6896,84,5,7,1013
41961,2014,10,15,8,6897,95,6,11,1014
41962,2014,10,15,9,6898,62,5,13,1014
41963,2014,10,15,10,6899,23,-2,21,1014
41964,2014,10,15,11,6900,11,-2,21,1014
41965,2014,10,15,12,6901,13,-2,21,1014
41966,2014,10,15,13,6902,9,-2,22,1014
41967,2014,10,15,14,6903,12,-5,23,1014
41968,2014,10,15,15,6904,9,-8,23,1014
41969,2014,10,15,16,6905,8,-11,22,1015
41970,2014,10,15,17,6906,9,-9,20,1016
41971,2014,10,15,18,6907,8,-8,17,1017
41972,2014,10,15,19,6908,7,-11,17,1018
41973,2014,10,15,20,6909,16,-9,15,1020
41974,2014,10,15,21,6910,20,-8,13,1021
41975,2014,10,15,22,6911,17,-6,12,1021
41976,2014,10,15,23,6912,20,-3,9,1021
41977,2014,10,16,0,6913,40,-1,7,1022
41978,2014,10,16,1,6914,27,-2,7,1022
41979,2014,10,16,2,6915,27,0,5,1022
41980,2014,10,16,3,6916,29,1,5,1022
41981,2014,10,16,4,6917,31,0,4,1022
41982,2014,10,16,5,6918,37,0,4,1023
41983,2014,10,16,6,6919,36,1,3,1023
41984,2014,10,16,7,6920,43,1,3,1024
41985,2014,10,16,8,6921,44,2,10,1025
41986,2014,10,16,9,6922,44,1,13,1025
41987,2014,10,16,10,6923,25,1,16,1024
41988,2014,10,16,11,6924,17,-5,19,1023
41989,2014,10,16,12,6925,17,-6,20,1022
41990,2014,10,16,13,6926,27,-6,21,1020
41991,2014,10,16,14,6927,29,-6,21,1019
41992,2014,10,16,15,6928,29,-6,22,1018
41993,2014,10,16,16,6929,36,-5,21,1018
41994,2014,10,16,17,6930,59,-4,20,1018
41995,2014,10,16,18,6931,59,-2,15,1018
41996,2014,10,16,19,6932,57,-1,15,1018
41997,2014,10,16,20,6933,55,-1,13,1018
41998,2014,10,16,21,6934,60,0,13,1018
41999,2014,10,16,22,6935,70,3,9,1018
42000,2014,10,16,23,6936,80,3,8,1018
42001,2014,10,17,0,6937,85,3,8,1018
42002,2014,10,17,1,6938,88,3,8,1017
42003,2014,10,17,2,6939,91,2,5,1017
42004,2014,10,17,3,6940,98,4,6,1017
42005,2014,10,17,4,6941,103,4,5,1016
42006,2014,10,17,5,6942,101,3,4,1017
42007,2014,10,17,6,6943,98,3,6,1016
42008,2014,10,17,7,6944,99,4,6,1017
42009,2014,10,17,8,6945,95,5,9,1017
42010,2014,10,17,9,6946,76,3,13,1018
42011,2014,10,17,10,6947,80,3,15,1017
42012,2014,10,17,11,6948,87,3,18,1017
42013,2014,10,17,12,6949,87,4,20,1016
42014,2014,10,17,13,6950,82,3,22,1015
42015,2014,10,17,14,6951,105,3,23,1014
42016,2014,10,17,15,6952,116,4,24,1014
42017,2014,10,17,16,6953,103,4,23,1014
42018,2014,10,17,17,6954,109,5,22,1014
42019,2014,10,17,18,6955,118,7,16,1014
42020,2014,10,17,19,6956,127,8,13,1015
42021,2014,10,17,20,6957,144,8,15,1015
42022,2014,10,17,21,6958,189,8,13,1016
42023,2014,10,17,22,6959,190,7,13,1016
42024,2014,10,17,23,6960,225,8,11,1017
42025,2014,10,18,0,6961,211,8,10,1017
42026,2014,10,18,1,6962,197,7,11,1017
42027,2014,10,18,2,6963,200,7,9,1017
42028,2014,10,18,3,6964,197,6,9,1017
42029,2014,10,18,4,6965,193,6,8,1016
42030,2014,10,18,5,6966,180,6,8,1017
42031,2014,10,18,6,6967,117,6,8,1017
42032,2014,10,18,7,6968,110,5,8,1018
42033,2014,10,18,8,6969,111,7,11,1018
42034,2014,10,18,9,6970,94,7,14,1019
42035,2014,10,18,10,6971,112,7,17,1018
42036,2014,10,18,11,6972,110,8,20,1018
42037,2014,10,18,12,6973,155,8,22,1017
42038,2014,10,18,13,6974,186,8,23,1016
42039,2014,10,18,14,6975,194,8,24,1015
42040,2014,10,18,15,6976,210,8,24,1014
42041,2014,10,18,16,6977,215,8,23,1015
42042,2014,10,18,17,6978,230,10,21,1014
42043,2014,10,18,18,6979,239,12,17,1015
42044,2014,10,18,19,6980,272,12,15,1015
42045,2014,10,18,20,6981,296,11,14,1015
42046,2014,10,18,21,6982,315,11,13,1016
42047,2014,10,18,22,6983,357,11,13,1016
42048,2014,10,18,23,6984,382,12,14,1016
42049,2014,10,19,0,6985,406,11,14,1015
42050,2014,10,19,1,6986,405,11,15,1015
42051,2014,10,19,2,6987,389,12,14,1015
42052,2014,10,19,3,6988,397,12,14,1014
42053,2014,10,19,4,6989,413,12,13,1014
42054,2014,10,19,5,6990,373,12,13,1014
42055,2014,10,19,6,6991,362,12,13,1014
42056,2014,10,19,7,6992,356,11,13,1014
42057,2014,10,19,8,6993,344,12,15,1015
42058,2014,10,19,9,6994,352,12,16,1015
42059,2014,10,19,10,6995,357,12,17,1015
42060,2014,10,19,11,6996,353,12,18,1015
42061,2014,10,19,12,6997,292,11,20,1014
42062,2014,10,19,13,6998,213,11,20,1014
42063,2014,10,19,14,6999,210,12,20,1013
42064,2014,10,19,15,7000,183,12,20,1013
42065,2014,10,19,16,7001,161,12,20,1013
42066,2014,10,19,17,7002,153,12,19,1013
42067,2014,10,19,18,7003,169,13,16,1014
42068,2014,10,19,19,7004,196,13,17,1014
42069,2014,10,19,20,7005,200,13,16,1015
42070,2014,10,19,21,7006,197,13,16,1015
42071,2014,10,19,22,7007,178,13,16,1015
42072,2014,10,19,23,7008,161,13,16,1016
